"municipality","votes","candidate","parties","file","district"
"北本市",11970,"中根　かずゆき","自由民主党","000785213.xls","埼玉県第６区"
"伊奈町",10256,"大島　あつし","立憲民主党","000785213.xls","埼玉県第６区"
"伊奈町",8577,"中根　かずゆき","自由民主党","000785213.xls","埼玉県第６区"
"埼玉県第６区 合計",134281,"大島　あつし","立憲民主党","000785213.xls","埼玉県第６区"
"埼玉県第６区 合計",105433,"中根　かずゆき","自由民主党","000785213.xls","埼玉県第６区"
"川越市",63363,"こみやま　泰子","立憲民主党","000785213.xls","埼玉県第７区"
"川越市",20005,"伊勢田　みちこ","日本維新の会","000785213.xls","埼玉県第７区"
"川越市",66725,"中野　ひでゆき","自由民主党","000785213.xls","埼玉県第７区"
"富士見市",18830,"こみやま　泰子","立憲民主党","000785213.xls","埼玉県第７区"
"富士見市",7380,"伊勢田　みちこ","日本維新の会","000785213.xls","埼玉県第７区"
"富士見市",20343,"中野　ひでゆき","自由民主党","000785213.xls","埼玉県第７区"
"ふじみ野市（７区）",11226,"こみやま　泰子","立憲民主党","000785213.xls","埼玉県第７区"
"ふじみ野市（７区）",4090,"伊勢田　みちこ","日本維新の会","000785213.xls","埼玉県第７区"
"ふじみ野市（７区）",11890,"中野　ひでゆき","自由民主党","000785213.xls","埼玉県第７区"
"埼玉県第７区 合計",93419,"こみやま　泰子","立憲民主党","000785213.xls","埼玉県第７区"
"埼玉県第７区 合計",31475,"伊勢田　みちこ","日本維新の会","000785213.xls","埼玉県第７区"
"埼玉県第７区 合計",98958,"中野　ひでゆき","自由民主党","000785213.xls","埼玉県第７区"
"所沢市",81601,"しばやま　昌彦","自由民主党","000785213.xls","埼玉県第８区"
"所沢市",80370,"おのづか　勝俊","（無所属）","000785213.xls","埼玉県第８区"
"ふじみ野市（８区）",13511,"しばやま　昌彦","自由民主党","000785213.xls","埼玉県第８区"
"ふじみ野市（８区）",9756,"おのづか　勝俊","（無所属）","000785213.xls","埼玉県第８区"
"三芳町",9538,"しばやま　昌彦","自由民主党","000785213.xls","埼玉県第８区"
"三芳町",7976,"おのづか　勝俊","（無所属）","000785213.xls","埼玉県第８区"
"埼玉県第８区 合計",104650,"しばやま　昌彦","自由民主党","000785213.xls","埼玉県第８区"
"埼玉県第８区 合計",98102,"おのづか　勝俊","（無所属）","000785213.xls","埼玉県第８区"
"飯能市",4291,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"飯能市",18613,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"飯能市",13519,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"狭山市",6771,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"狭山市",37052,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"狭山市",26343,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"入間市",5987,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"入間市",35634,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"入間市",24531,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"日高市",2502,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"日高市",13816,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"日高市",9315,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"毛呂山町",1308,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"毛呂山町",8533,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"毛呂山町",5195,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"越生町",605,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"越生町",3354,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"越生町",1853,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"埼玉県第９区 合計",21464,"神田　三春","日本共産党","000785213.xls","埼玉県第９区"
"埼玉県第９区 合計",117002,"大塚　拓","自由民主党","000785213.xls","埼玉県第９区"
"埼玉県第９区 合計",80756,"すぎむら　慎治","立憲民主党","000785213.xls","埼玉県第９区"
"東松山市",23505,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"東松山市",19391,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"坂戸市",20500,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"坂戸市",24049,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"鶴ヶ島市",15485,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"鶴ヶ島市",16964,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"滑川町",4123,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"滑川町",4716,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"嵐山町",4111,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"嵐山町",4669,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"小川町",7663,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"小川町",8013,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"川島町",3512,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"川島町",6590,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"吉見町",4715,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"吉見町",4902,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"鳩山町",4013,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"鳩山町",3708,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"ときがわ町",2587,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"ときがわ町",3151,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"埼玉県第10区 合計",90214,"坂本　ゆうのすけ","立憲民主党","000785213.xls","埼玉県第10区"
"埼玉県第10区 合計",96153,"山口　すすむ","自由民主党","000785213.xls","埼玉県第10区"
"熊谷市（11区）",2948,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"熊谷市（11区）",1503,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"熊谷市（11区）",729,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"秩父市",17790,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"秩父市",6772,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"秩父市",2707,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"本庄市",19764,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"本庄市",9102,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"本庄市",3287,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"深谷市",35803,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"深谷市",17242,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"深谷市",6600,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"横瀬町",2487,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"横瀬町",986,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"横瀬町",346,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"皆野町",2826,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"皆野町",1092,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"皆野町",543,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"長瀞町",2028,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"長瀞町",947,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"長瀞町",310,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"小鹿野町",3518,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"小鹿野町",994,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"小鹿野町",470,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"東秩父村",1189,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"東秩父村",368,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"東秩父村",101,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"美里町",3134,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"美里町",1147,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"美里町",443,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"神川町",3606,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"神川町",1382,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"神川町",579,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"上里町",7671,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"上里町",3707,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"上里町",1260,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"寄居町",9046,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"寄居町",3852,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"寄居町",2244,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"埼玉県第11区 合計",111810,"小泉　りゅうじ","自由民主党","000785213.xls","埼玉県第11区"
"埼玉県第11区 合計",49094,"島田　まこと","立憲民主党","000785213.xls","埼玉県第11区"
"埼玉県第11区 合計",19619,"小山　しんや","日本共産党","000785213.xls","埼玉県第11区"
"熊谷市（12区）",56480,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"熊谷市（12区）",31283,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"行田市",17401,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"行田市",19339,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"加須市",17293,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"加須市",32036,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"羽生市",9989,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"羽生市",13823,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"鴻巣市（12区）",1464,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"鴻巣市（12区）",2012,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"埼玉県第12区 合計",102627,"森田　としかず","立憲民主党","000785213.xls","埼玉県第12区"
"埼玉県第12区 合計",98493,"野中　あつし","自由民主党","000785213.xls","埼玉県第12区"
"春日部市（13区）",6461,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"春日部市（13区）",38999,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"春日部市（13区）",34554,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"越谷市",1489,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"越谷市",8431,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"越谷市",6939,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"久喜市（13区）",3231,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"久喜市（13区）",20368,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"久喜市（13区）",16273,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"蓮田市",2576,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"蓮田市",13798,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"蓮田市",12084,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"白岡市",1617,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"白岡市",11590,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"白岡市",10744,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"宮代町",1248,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"宮代町",7963,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"宮代町",6329,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"埼玉県第13区 合計",16622,"赤岸　まさはる","日本共産党","000785213.xls","埼玉県第13区"
"埼玉県第13区 合計",101149,"つちや　品子","自由民主党","000785213.xls","埼玉県第13区"
"埼玉県第13区 合計",86923,"三角　そうた","立憲民主党","000785213.xls","埼玉県第13区"
"春日部市（14区）",1764,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"春日部市（14区）",8254,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"春日部市（14区）",4341,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"春日部市（14区）",2243,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"久喜市（14区）",1950,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"久喜市（14区）",15880,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"久喜市（14区）",8553,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"久喜市（14区）",4927,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"八潮市",2151,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"八潮市",16232,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"八潮市",11781,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"八潮市",4639,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"三郷市",3151,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"三郷市",23197,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"三郷市",24075,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"三郷市",8160,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"幸手市",1181,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"幸手市",15239,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"幸手市",5151,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"幸手市",2852,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"吉川市",1826,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"吉川市",15337,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"吉川市",10187,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"吉川市",4343,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"杉戸町",1217,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"杉戸町",10835,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"杉戸町",5549,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"杉戸町",2982,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"松伏町",686,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"松伏町",6288,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"松伏町",2916,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"松伏町",1823,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"埼玉県第14区 合計",13926,"はたの　博","日本維新の会","000785213.xls","埼玉県第14区"
"埼玉県第14区 合計",111262,"三ツ林　ひろみ","自由民主党","000785213.xls","埼玉県第14区"
"埼玉県第14区 合計",72553,"鈴木　よしひろ","国民民主党","000785213.xls","埼玉県第14区"
"埼玉県第14区 合計",31969,"田村　つとむ","日本共産党","000785213.xls","埼玉県第14区"
"川　　口　　市(15区)",3242,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"川　　口　　市(15区)",2341,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"川　　口　　市(15区)",1437,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"蕨市",16356,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"蕨市",10355,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"蕨市",6320,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"戸田市",26447,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"戸田市",16609,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"戸田市",12510,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"さいたま市桜区",18671,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"さいたま市桜区",13942,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"さいたま市桜区",7305,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"さいたま市南区",37307,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"さいたま市南区",28711,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"さいたま市南区",20862,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"埼玉県第15区 合計",102023,"田中　良生","自由民主党(前)","000785213.xls","埼玉県第15区"
"埼玉県第15区 合計",71958,"高木　錬太郎","立憲民主党(前)","000785213.xls","埼玉県第15区"
"埼玉県第15区 合計",48434,"沢田　良","日本維新の会(新)","000785213.xls","埼玉県第15区"
"千葉市中央区",46889,"たじま　要","立憲民主党","000785215.xls","千葉県第１区"
"千葉市中央区",39548,"門山　ひろあき","自由民主党","000785215.xls","千葉県第１区"
"千葉市稲毛区",39583,"たじま　要","立憲民主党","000785215.xls","千葉県第１区"
"千葉市稲毛区",30357,"門山　ひろあき","自由民主党","000785215.xls","千葉県第１区"
"千葉市美浜区",42084,"たじま　要","立憲民主党","000785215.xls","千葉県第１区"
"千葉市美浜区",29990,"門山　ひろあき","自由民主党","000785215.xls","千葉県第１区"
"千葉県第１区 合計",128556,"たじま　要","立憲民主党","000785215.xls","千葉県第１区"
"千葉県第１区 合計",99895,"門山　ひろあき","自由民主党","000785215.xls","千葉県第１区"
"千葉市花見川区",9892,"寺尾　さとし","日本共産党","000785215.xls","千葉県第２区"
"千葉市花見川区",45617,"小林　たかゆき","自由民主党","000785215.xls","千葉県第２区"
"千葉市花見川区",22878,"黒田　ゆう","立憲民主党","000785215.xls","千葉県第２区"
"習志野市",7267,"寺尾　さとし","日本共産党","000785215.xls","千葉県第２区"
"習志野市",51176,"小林　たかゆき","自由民主党","000785215.xls","千葉県第２区"
"習志野市",23659,"黒田　ゆう","立憲民主党","000785215.xls","千葉県第２区"
"八千代市",6893,"寺尾　さとし","日本共産党","000785215.xls","千葉県第２区"
"八千代市",56224,"小林　たかゆき","自由民主党","000785215.xls","千葉県第２区"
"八千代市",23046,"黒田　ゆう","立憲民主党","000785215.xls","千葉県第２区"
"千葉県第２区 合計",24052,"寺尾　さとし","日本共産党","000785215.xls","千葉県第２区"
"千葉県第２区 合計",153017,"小林　たかゆき","自由民主党","000785215.xls","千葉県第２区"
"千葉県第２区 合計",69583,"黒田　ゆう","立憲民主党","000785215.xls","千葉県第２区"
"千葉市緑区",34042,"松野　ひろかず","自由民主党","000785215.xls","千葉県第３区"
"千葉市緑区",22506,"岡島　一正","立憲民主党","000785215.xls","千葉県第３区"
"市原市",72458,"松野　ひろかず","自由民主党","000785215.xls","千葉県第３区"
"市原市",43121,"岡島　一正","立憲民主党","000785215.xls","千葉県第３区"
"千葉県第３区 合計",106500,"松野　ひろかず","自由民主党","000785215.xls","千葉県第３区"
"千葉県第３区 合計",65627,"岡島　一正","立憲民主党","000785215.xls","千葉県第３区"
"船橋市（４区）",84813,"木村　てつや","自由民主党","000785215.xls","千葉県第４区"
"船橋市（４区）",154412,"野田　よしひこ","立憲民主党","000785215.xls","千葉県第４区"
"千葉県第４区 合計",84813,"木村　てつや","自由民主党","000785215.xls","千葉県第４区"
"千葉県第４区 合計",154412,"野田　よしひこ","立憲民主党","000785215.xls","千葉県第４区"
"市川市（５区）",43937.235,"矢崎　けんたろう","立憲民主党","000785215.xls","千葉県第５区"
"市川市（５区）",17253,"ときた　敦","国民民主党","000785215.xls","千葉県第５区"
"市川市（５区）",22410,"しいき　たもつ","日本維新の会","000785215.xls","千葉県第５区"
"市川市（５区）",76258.76399999998,"そのうら　健太郎","自由民主党","000785215.xls","千葉県第５区"
"浦安市",25950.152,"矢崎　けんたろう","立憲民主党","000785215.xls","千葉県第５区"
"浦安市",7054,"ときた　敦","国民民主党","000785215.xls","千葉県第５区"
"浦安市",9831,"しいき　たもつ","日本維新の会","000785215.xls","千葉県第５区"
"浦安市",35726.847,"そのうら　健太郎","自由民主党","000785215.xls","千葉県第５区"
"千葉県第５区 合計",69887.387,"矢崎　けんたろう","立憲民主党","000785215.xls","千葉県第５区"
"千葉県第５区 合計",24307,"ときた　敦","国民民主党","000785215.xls","千葉県第５区"
"千葉県第５区 合計",32241,"しいき　たもつ","日本維新の会","000785215.xls","千葉県第５区"
"千葉県第５区 合計",111985.611,"そのうら　健太郎","自由民主党","000785215.xls","千葉県第５区"
"市川市（６区）",12692,"藤巻　けんた","日本維新の会","000785215.xls","千葉県第６区"
"市川市（６区）",22081,"渡辺　ひろみち","自由民主党","000785215.xls","千葉県第６区"
"市川市（６区）",9581,"朝野　ふみ子","日本共産党","000785215.xls","千葉県第６区"
"市川市（６区）",6319,"生方　幸夫","（無所属）","000785215.xls","千葉県第６区"
"松戸市（６区）",36137,"藤巻　けんた","日本維新の会","000785215.xls","千葉県第６区"
"松戸市（６区）",58683,"渡辺　ひろみち","自由民主党","000785215.xls","千葉県第６区"
"松戸市（６区）",22863,"朝野　ふみ子","日本共産党","000785215.xls","千葉県第６区"
"松戸市（６区）",21764,"生方　幸夫","（無所属）","000785215.xls","千葉県第６区"
"千葉県第６区 合計",48829,"藤巻　けんた","日本維新の会","000785215.xls","千葉県第６区"
"千葉県第６区 合計",80764,"渡辺　ひろみち","自由民主党","000785215.xls","千葉県第６区"
"千葉県第６区 合計",32444,"朝野　ふみ子","日本共産党","000785215.xls","千葉県第６区"
"千葉県第６区 合計",28083,"生方　幸夫","（無所属）","000785215.xls","千葉県第６区"
"松戸市（７区）",9125,"内山　あきら","日本維新の会","000785215.xls","千葉県第７区"
"松戸市（７区）",41033,"さいとう　健","自由民主党","000785215.xls","千葉県第７区"
"松戸市（７区）",24250,"竹内　千春","立憲民主党","000785215.xls","千葉県第７区"
"松戸市（７区）",1664,"渡辺　くにひろ","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785215.xls","千葉県第７区"
"野田市",6962,"内山　あきら","日本維新の会","000785215.xls","千葉県第７区"
"野田市",35035,"さいとう　健","自由民主党","000785215.xls","千葉県第７区"
"野田市",18220,"竹内　千春","立憲民主党","000785215.xls","千葉県第７区"
"野田市",1337,"渡辺　くにひろ","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785215.xls","千葉県第７区"
"流山市",12507,"内山　あきら","日本維新の会","000785215.xls","千葉県第７区"
"流山市",51480,"さいとう　健","自由民主党","000785215.xls","千葉県第７区"
"流山市",28578,"竹内　千春","立憲民主党","000785215.xls","千葉県第７区"
"流山市",1748,"渡辺　くにひろ","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785215.xls","千葉県第７区"
"千葉県第７区 合計",28594,"内山　あきら","日本維新の会","000785215.xls","千葉県第７区"
"千葉県第７区 合計",127548,"さいとう　健","自由民主党","000785215.xls","千葉県第７区"
"千葉県第７区 合計",71048,"竹内　千春","立憲民主党","000785215.xls","千葉県第７区"
"千葉県第７区 合計",4749,"渡辺　くにひろ","ＮＨＫと裁判してる党
弁護士法７２条違反で","000785215.xls","千葉県第７区"
"柏市（８区）",96454,"本庄　さとし","立憲民主党","000785215.xls","千葉県第８区"
"柏市（８区）",59639,"桜田　よしたか","自由民主党","000785215.xls","千葉県第８区"
"柏市（８区）",7960,"宮岡　進一郎","（無所属）","000785215.xls","千葉県第８区"
"我孫子市",38671,"本庄　さとし","立憲民主党","000785215.xls","千葉県第８区"
"我孫子市",21917,"桜田　よしたか","自由民主党","000785215.xls","千葉県第８区"
"我孫子市",1885,"宮岡　進一郎","（無所属）","000785215.xls","千葉県第８区"
"千葉県第８区 合計",135125,"本庄　さとし","立憲民主党","000785215.xls","千葉県第８区"
"千葉県第８区 合計",81556,"桜田　よしたか","自由民主党","000785215.xls","千葉県第８区"
"千葉県第８区 合計",9845,"宮岡　進一郎","（無所属）","000785215.xls","千葉県第８区"
"千葉市若葉区",29627,"おくの　総一郎","立憲民主党","000785215.xls","千葉県第９区"
"千葉市若葉区",30394,"秋本　まさとし","自由民主党","000785215.xls","千葉県第９区"
"佐倉市",43702,"おくの　総一郎","立憲民主党","000785215.xls","千葉県第９区"
"佐倉市",38802,"秋本　まさとし","自由民主党","000785215.xls","千葉県第９区"
"四街道市",21536,"おくの　総一郎","立憲民主党","000785215.xls","千葉県第９区"
"四街道市",19778,"秋本　まさとし","自由民主党","000785215.xls","千葉県第９区"
"八街市",12457,"おくの　総一郎","立憲民主党","000785215.xls","千葉県第９区"
"八街市",13767,"秋本　まさとし","自由民主党","000785215.xls","千葉県第９区"
"千葉県第９区 合計",107322,"おくの　総一郎","立憲民主党","000785215.xls","千葉県第９区"
"千葉県第９区 合計",102741,"秋本　まさとし","自由民主党","000785215.xls","千葉県第９区"
"銚子市",311,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"銚子市",1186,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"銚子市",10398,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"銚子市",13178,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"成田市",909,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"成田市",4433,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"成田市",23640,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"成田市",23939,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"旭市",269,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"旭市",1413,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"旭市",12506,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"旭市",13155,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"匝瑳市",150,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"匝瑳市",675,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"匝瑳市",7080,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"匝瑳市",7334,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"香取市",334,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"香取市",1611,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"香取市",17783,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"香取市",14634,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"神崎町",26,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"神崎町",179,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"神崎町",1511,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"神崎町",1381,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"多古町",47,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"多古町",278,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"多古町",3137,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
"多古町",3890,"林　幹雄","自由民主党","000785215.xls","千葉県第10区"
"東庄町",60,"いまどめ　尚人","（無所属）","000785215.xls","千葉県第10区"
"東庄町",272,"梓　まり","新党くにもり","000785215.xls","千葉県第10区"
"東庄町",2347,"谷田川　はじめ　","立憲民主党","000785215.xls","千葉県第10区"
