"municipality","votes","parties","file","district"
"豊頃町",35.76,"国民民主党","000785194.xls","北海道"
"豊頃町",851,"自由民主党","000785194.xls","北海道"
"豊頃町",98,"日本共産党","000785194.xls","北海道"
"豊頃町",116,"日本維新の会","000785194.xls","北海道"
"豊頃町",67,"れいわ新選組","000785194.xls","北海道"
"豊頃町",27,"支持政党なし","000785194.xls","北海道"
"豊頃町",19,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"豊頃町",1932.999,"得票数計","000785194.xls","北海道"
"本別町",89,"社会民主党","000785194.xls","北海道"
"本別町",322,"公明党","000785194.xls","北海道"
"本別町",1290.179,"立憲民主党","000785194.xls","北海道"
"本別町",64.82,"国民民主党","000785194.xls","北海道"
"本別町",1600,"自由民主党","000785194.xls","北海道"
"本別町",184,"日本共産党","000785194.xls","北海道"
"本別町",312,"日本維新の会","000785194.xls","北海道"
"本別町",148,"れいわ新選組","000785194.xls","北海道"
"本別町",46,"支持政党なし","000785194.xls","北海道"
"本別町",31,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"本別町",4086.999,"得票数計","000785194.xls","北海道"
"足寄町",51,"社会民主党","000785194.xls","北海道"
"足寄町",369,"公明党","000785194.xls","北海道"
"足寄町",1490.954,"立憲民主党","000785194.xls","北海道"
"足寄町",74.045,"国民民主党","000785194.xls","北海道"
"足寄町",1305,"自由民主党","000785194.xls","北海道"
"足寄町",168,"日本共産党","000785194.xls","北海道"
"足寄町",396,"日本維新の会","000785194.xls","北海道"
"足寄町",109,"れいわ新選組","000785194.xls","北海道"
"足寄町",53,"支持政党なし","000785194.xls","北海道"
"足寄町",46,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"足寄町",4061.999,"得票数計","000785194.xls","北海道"
"陸別町",29,"社会民主党","000785194.xls","北海道"
"陸別町",78,"公明党","000785194.xls","北海道"
"陸別町",451.485,"立憲民主党","000785194.xls","北海道"
"陸別町",28.514,"国民民主党","000785194.xls","北海道"
"陸別町",496,"自由民主党","000785194.xls","北海道"
"陸別町",83,"日本共産党","000785194.xls","北海道"
"陸別町",222,"日本維新の会","000785194.xls","北海道"
"陸別町",45,"れいわ新選組","000785194.xls","北海道"
"陸別町",15,"支持政党なし","000785194.xls","北海道"
"陸別町",18,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"陸別町",1465.999,"得票数計","000785194.xls","北海道"
"浦幌町",46,"社会民主党","000785194.xls","北海道"
"浦幌町",306,"公明党","000785194.xls","北海道"
"浦幌町",787.094,"立憲民主党","000785194.xls","北海道"
"浦幌町",44.905,"国民民主党","000785194.xls","北海道"
"浦幌町",1091,"自由民主党","000785194.xls","北海道"
"浦幌町",148,"日本共産党","000785194.xls","北海道"
"浦幌町",164,"日本維新の会","000785194.xls","北海道"
"浦幌町",80,"れいわ新選組","000785194.xls","北海道"
"浦幌町",27,"支持政党なし","000785194.xls","北海道"
"浦幌町",25,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"浦幌町",2718.999,"得票数計","000785194.xls","北海道"
"釧路町",117,"社会民主党","000785194.xls","北海道"
"釧路町",1195,"公明党","000785194.xls","北海道"
"釧路町",2037.9,"立憲民主党","000785194.xls","北海道"
"釧路町",155.099,"国民民主党","000785194.xls","北海道"
"釧路町",3218,"自由民主党","000785194.xls","北海道"
"釧路町",725,"日本共産党","000785194.xls","北海道"
"釧路町",698,"日本維新の会","000785194.xls","北海道"
"釧路町",318,"れいわ新選組","000785194.xls","北海道"
"釧路町",124,"支持政党なし","000785194.xls","北海道"
"釧路町",149,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"釧路町",8736.999,"得票数計","000785194.xls","北海道"
"厚岸町",55,"社会民主党","000785194.xls","北海道"
"厚岸町",587,"公明党","000785194.xls","北海道"
"厚岸町",827.095,"立憲民主党","000785194.xls","北海道"
"厚岸町",75.90399999999998,"国民民主党","000785194.xls","北海道"
"厚岸町",2053,"自由民主党","000785194.xls","北海道"
"厚岸町",377,"日本共産党","000785194.xls","北海道"
"厚岸町",432,"日本維新の会","000785194.xls","北海道"
"厚岸町",167,"れいわ新選組","000785194.xls","北海道"
"厚岸町",56,"支持政党なし","000785194.xls","北海道"
"厚岸町",44,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"厚岸町",4673.999,"得票数計","000785194.xls","北海道"
"浜中町",47,"社会民主党","000785194.xls","北海道"
"浜中町",423,"公明党","000785194.xls","北海道"
"浜中町",506.204,"立憲民主党","000785194.xls","北海道"
"浜中町",54.795,"国民民主党","000785194.xls","北海道"
"浜中町",1442,"自由民主党","000785194.xls","北海道"
"浜中町",190,"日本共産党","000785194.xls","北海道"
"浜中町",294,"日本維新の会","000785194.xls","北海道"
"浜中町",104,"れいわ新選組","000785194.xls","北海道"
"浜中町",44,"支持政党なし","000785194.xls","北海道"
"浜中町",27,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"浜中町",3131.999,"得票数計","000785194.xls","北海道"
"標茶町",78,"社会民主党","000785194.xls","北海道"
"標茶町",428,"公明党","000785194.xls","北海道"
"標茶町",1060.584,"立憲民主党","000785194.xls","北海道"
"標茶町",73.415,"国民民主党","000785194.xls","北海道"
"標茶町",1572,"自由民主党","000785194.xls","北海道"
"標茶町",410,"日本共産党","000785194.xls","北海道"
"標茶町",278,"日本維新の会","000785194.xls","北海道"
"標茶町",152,"れいわ新選組","000785194.xls","北海道"
"標茶町",52,"支持政党なし","000785194.xls","北海道"
"標茶町",53,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"標茶町",4156.999,"得票数計","000785194.xls","北海道"
"弟子屈町",69,"社会民主党","000785194.xls","北海道"
"弟子屈町",388,"公明党","000785194.xls","北海道"
"弟子屈町",885,"立憲民主党","000785194.xls","北海道"
"弟子屈町",70,"国民民主党","000785194.xls","北海道"
"弟子屈町",1594,"自由民主党","000785194.xls","北海道"
"弟子屈町",284,"日本共産党","000785194.xls","北海道"
"弟子屈町",399,"日本維新の会","000785194.xls","北海道"
"弟子屈町",180,"れいわ新選組","000785194.xls","北海道"
"弟子屈町",57,"支持政党なし","000785194.xls","北海道"
"弟子屈町",39,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"弟子屈町",3965,"得票数計","000785194.xls","北海道"
"鶴居村",22,"社会民主党","000785194.xls","北海道"
"鶴居村",186,"公明党","000785194.xls","北海道"
"鶴居村",296.48,"立憲民主党","000785194.xls","北海道"
"鶴居村",29.519,"国民民主党","000785194.xls","北海道"
"鶴居村",606,"自由民主党","000785194.xls","北海道"
"鶴居村",110,"日本共産党","000785194.xls","北海道"
"鶴居村",116,"日本維新の会","000785194.xls","北海道"
"鶴居村",64,"れいわ新選組","000785194.xls","北海道"
"鶴居村",25,"支持政党なし","000785194.xls","北海道"
"鶴居村",19,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"鶴居村",1473.999,"得票数計","000785194.xls","北海道"
"白糠町",54,"社会民主党","000785194.xls","北海道"
"白糠町",640,"公明党","000785194.xls","北海道"
"白糠町",931.911,"立憲民主党","000785194.xls","北海道"
"白糠町",71.088,"国民民主党","000785194.xls","北海道"
"白糠町",1549,"自由民主党","000785194.xls","北海道"
"白糠町",259,"日本共産党","000785194.xls","北海道"
"白糠町",253,"日本維新の会","000785194.xls","北海道"
"白糠町",153,"れいわ新選組","000785194.xls","北海道"
"白糠町",48,"支持政党なし","000785194.xls","北海道"
"白糠町",28,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"白糠町",3986.999,"得票数計","000785194.xls","北海道"
"別海町",74,"社会民主党","000785194.xls","北海道"
"別海町",760,"公明党","000785194.xls","北海道"
"別海町",1441.719,"立憲民主党","000785194.xls","北海道"
"別海町",146.28,"国民民主党","000785194.xls","北海道"
"別海町",3506,"自由民主党","000785194.xls","北海道"
"別海町",546,"日本共産党","000785194.xls","北海道"
"別海町",635,"日本維新の会","000785194.xls","北海道"
"別海町",326,"れいわ新選組","000785194.xls","北海道"
"別海町",93,"支持政党なし","000785194.xls","北海道"
"別海町",96,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"別海町",7623.999,"得票数計","000785194.xls","北海道"
"中標津町",134,"社会民主党","000785194.xls","北海道"
"中標津町",1239,"公明党","000785194.xls","北海道"
"中標津町",2552.588,"立憲民主党","000785194.xls","北海道"
"中標津町",252.411,"国民民主党","000785194.xls","北海道"
"中標津町",4117,"自由民主党","000785194.xls","北海道"
"中標津町",484,"日本共産党","000785194.xls","北海道"
"中標津町",935,"日本維新の会","000785194.xls","北海道"
"中標津町",508,"れいわ新選組","000785194.xls","北海道"
"中標津町",185,"支持政党なし","000785194.xls","北海道"
"中標津町",188,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"中標津町",10594.999,"得票数計","000785194.xls","北海道"
"標津町",29,"社会民主党","000785194.xls","北海道"
"標津町",360,"公明党","000785194.xls","北海道"
"標津町",609.948,"立憲民主党","000785194.xls","北海道"
"標津町",62.051,"国民民主党","000785194.xls","北海道"
"標津町",1175,"自由民主党","000785194.xls","北海道"
"標津町",111,"日本共産党","000785194.xls","北海道"
"標津町",197,"日本維新の会","000785194.xls","北海道"
"標津町",118,"れいわ新選組","000785194.xls","北海道"
"標津町",39,"支持政党なし","000785194.xls","北海道"
"標津町",41,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"標津町",2741.999,"得票数計","000785194.xls","北海道"
"羅臼町",28,"社会民主党","000785194.xls","北海道"
"羅臼町",501,"公明党","000785194.xls","北海道"
"羅臼町",420.419,"立憲民主党","000785194.xls","北海道"
"羅臼町",43.58,"国民民主党","000785194.xls","北海道"
"羅臼町",933,"自由民主党","000785194.xls","北海道"
"羅臼町",98,"日本共産党","000785194.xls","北海道"
"羅臼町",198,"日本維新の会","000785194.xls","北海道"
"羅臼町",94,"れいわ新選組","000785194.xls","北海道"
"羅臼町",24,"支持政党なし","000785194.xls","北海道"
"羅臼町",22,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"羅臼町",2361.999,"得票数計","000785194.xls","北海道"
"北海道 合計",41248,"社会民主党","000785194.xls","北海道"
"北海道 合計",294371,"公明党","000785194.xls","北海道"
"北海道 合計",682912.582,"立憲民主党","000785194.xls","北海道"
"北海道 合計",73621.23400000001,"国民民主党","000785194.xls","北海道"
"北海道 合計",863300,"自由民主党","000785194.xls","北海道"
"北海道 合計",207189,"日本共産党","000785194.xls","北海道"
"北海道 合計",215344,"日本維新の会","000785194.xls","北海道"
"北海道 合計",102086,"れいわ新選組","000785194.xls","北海道"
"北海道 合計",46142,"支持政党なし","000785194.xls","北海道"
"北海道 合計",42916,"ＮＨＫと裁判してる党弁護士法７２条違反で","000785194.xls","北海道"
"北海道 合計",2569129.8159999815,"得票数計","000785194.xls","北海道"
"青森市",3501,"社会民主党","000785196.xls","青森県"
"青森市",29585.964,"立憲民主党","000785196.xls","青森県"
"青森市",12277,"日本共産党","000785196.xls","青森県"
"青森市",45296,"自由民主党","000785196.xls","青森県"
"青森市",5659,"日本維新の会","000785196.xls","青森県"
"青森市",3031.035,"国民民主党","000785196.xls","青森県"
"青森市",3872,"れいわ新選組","000785196.xls","青森県"
"青森市",11628,"公明党","000785196.xls","青森県"
"青森市",1517,"NHK党","000785196.xls","青森県"
"青森市",116366.999,"得票数計","000785196.xls","青森県"
"弘前市",2050,"社会民主党","000785196.xls","青森県"
"弘前市",17331.935,"立憲民主党","000785196.xls","青森県"
"弘前市",8595,"日本共産党","000785196.xls","青森県"
"弘前市",29505,"自由民主党","000785196.xls","青森県"
"弘前市",3689,"日本維新の会","000785196.xls","青森県"
"弘前市",2069.064,"国民民主党","000785196.xls","青森県"
"弘前市",2684,"れいわ新選組","000785196.xls","青森県"
"弘前市",6627,"公明党","000785196.xls","青森県"
"弘前市",1005,"NHK党","000785196.xls","青森県"
"弘前市",73555.99899999998,"得票数計","000785196.xls","青森県"
"八戸市",2609,"社会民主党","000785196.xls","青森県"
"八戸市",25843.646,"立憲民主党","000785196.xls","青森県"
"八戸市",6434,"日本共産党","000785196.xls","青森県"
"八戸市",45316,"自由民主党","000785196.xls","青森県"
"八戸市",5161,"日本維新の会","000785196.xls","青森県"
"八戸市",2938.353,"国民民主党","000785196.xls","青森県"
"八戸市",3555,"れいわ新選組","000785196.xls","青森県"
"八戸市",10698,"公明党","000785196.xls","青森県"
"八戸市",1358,"NHK党","000785196.xls","青森県"
"八戸市",103912.999,"得票数計","000785196.xls","青森県"
"黒石市",374,"社会民主党","000785196.xls","青森県"
"黒石市",2993.804,"立憲民主党","000785196.xls","青森県"
"黒石市",1165,"日本共産党","000785196.xls","青森県"
"黒石市",5743,"自由民主党","000785196.xls","青森県"
"黒石市",574,"日本維新の会","000785196.xls","青森県"
"黒石市",307.195,"国民民主党","000785196.xls","青森県"
"黒石市",476,"れいわ新選組","000785196.xls","青森県"
"黒石市",1981,"公明党","000785196.xls","青森県"
"黒石市",152,"NHK党","000785196.xls","青森県"
"黒石市",13765.999,"得票数計","000785196.xls","青森県"
"五所川原市",680,"社会民主党","000785196.xls","青森県"
"五所川原市",6504.208,"立憲民主党","000785196.xls","青森県"
"五所川原市",1587,"日本共産党","000785196.xls","青森県"
"五所川原市",9563,"自由民主党","000785196.xls","青森県"
"五所川原市",966,"日本維新の会","000785196.xls","青森県"
"五所川原市",523.791,"国民民主党","000785196.xls","青森県"
"五所川原市",848,"れいわ新選組","000785196.xls","青森県"
"五所川原市",2414,"公明党","000785196.xls","青森県"
"五所川原市",282,"NHK党","000785196.xls","青森県"
"五所川原市",23367.999,"得票数計","000785196.xls","青森県"
"十和田市",690,"社会民主党","000785196.xls","青森県"
"十和田市",5728.154,"立憲民主党","000785196.xls","青森県"
"十和田市",1547,"日本共産党","000785196.xls","青森県"
"十和田市",10549,"自由民主党","000785196.xls","青森県"
"十和田市",1151,"日本維新の会","000785196.xls","青森県"
"十和田市",595.845,"国民民主党","000785196.xls","青森県"
"十和田市",716,"れいわ新選組","000785196.xls","青森県"
"十和田市",3296,"公明党","000785196.xls","青森県"
"十和田市",296,"NHK党","000785196.xls","青森県"
"十和田市",24568.999000000003,"得票数計","000785196.xls","青森県"
"三沢市",314,"社会民主党","000785196.xls","青森県"
"三沢市",2820.404,"立憲民主党","000785196.xls","青森県"
"三沢市",691,"日本共産党","000785196.xls","青森県"
"三沢市",9245,"自由民主党","000785196.xls","青森県"
"三沢市",888,"日本維新の会","000785196.xls","青森県"
"三沢市",518.595,"国民民主党","000785196.xls","青森県"
"三沢市",603,"れいわ新選組","000785196.xls","青森県"
"三沢市",1721,"公明党","000785196.xls","青森県"
"三沢市",315,"NHK党","000785196.xls","青森県"
"三沢市",17115.999,"得票数計","000785196.xls","青森県"
"むつ市",572,"社会民主党","000785196.xls","青森県"
"むつ市",5514.832,"立憲民主党","000785196.xls","青森県"
"むつ市",1852,"日本共産党","000785196.xls","青森県"
"むつ市",12040,"自由民主党","000785196.xls","青森県"
"むつ市",1041,"日本維新の会","000785196.xls","青森県"
"むつ市",578.167,"国民民主党","000785196.xls","青森県"
"むつ市",731,"れいわ新選組","000785196.xls","青森県"
"むつ市",2548,"公明党","000785196.xls","青森県"
"むつ市",312,"NHK党","000785196.xls","青森県"
"むつ市",25188.999000000003,"得票数計","000785196.xls","青森県"
"つがる市",324,"社会民主党","000785196.xls","青森県"
"つがる市",3345.687,"立憲民主党","000785196.xls","青森県"
"つがる市",693,"日本共産党","000785196.xls","青森県"
"つがる市",6508,"自由民主党","000785196.xls","青森県"
"つがる市",436,"日本維新の会","000785196.xls","青森県"
"つがる市",331.312,"国民民主党","000785196.xls","青森県"
"つがる市",427,"れいわ新選組","000785196.xls","青森県"
"つがる市",1456,"公明党","000785196.xls","青森県"
"つがる市",156,"NHK党","000785196.xls","青森県"
"つがる市",13676.999,"得票数計","000785196.xls","青森県"
"平川市",369,"社会民主党","000785196.xls","青森県"
"平川市",2803.331,"立憲民主党","000785196.xls","青森県"
"平川市",1147,"日本共産党","000785196.xls","青森県"
"平川市",6250,"自由民主党","000785196.xls","青森県"
"平川市",550,"日本維新の会","000785196.xls","青森県"
"平川市",275.668,"国民民主党","000785196.xls","青森県"
"平川市",474,"れいわ新選組","000785196.xls","青森県"
"平川市",1654,"公明党","000785196.xls","青森県"
"平川市",144,"NHK党","000785196.xls","青森県"
"平川市",13666.999,"得票数計","000785196.xls","青森県"
"平内町",148,"社会民主党","000785196.xls","青森県"
"平内町",1207.502,"立憲民主党","000785196.xls","青森県"
"平内町",405,"日本共産党","000785196.xls","青森県"
"平内町",2334,"自由民主党","000785196.xls","青森県"
"平内町",146,"日本維新の会","000785196.xls","青森県"
"平内町",105.497,"国民民主党","000785196.xls","青森県"
"平内町",141,"れいわ新選組","000785196.xls","青森県"
"平内町",577,"公明党","000785196.xls","青森県"
"平内町",53,"NHK党","000785196.xls","青森県"
"平内町",5116.999000000001,"得票数計","000785196.xls","青森県"
"今別町",46,"社会民主党","000785196.xls","青森県"
"今別町",360.093,"立憲民主党","000785196.xls","青森県"
"今別町",139,"日本共産党","000785196.xls","青森県"
"今別町",478,"自由民主党","000785196.xls","青森県"
"今別町",25,"日本維新の会","000785196.xls","青森県"
"今別町",12.906,"国民民主党","000785196.xls","青森県"
"今別町",24,"れいわ新選組","000785196.xls","青森県"
"今別町",307,"公明党","000785196.xls","青森県"
"今別町",7,"NHK党","000785196.xls","青森県"
"今別町",1398.999,"得票数計","000785196.xls","青森県"
"蓬田村",63,"社会民主党","000785196.xls","青森県"
"蓬田村",341.267,"立憲民主党","000785196.xls","青森県"
"蓬田村",120,"日本共産党","000785196.xls","青森県"
"蓬田村",467,"自由民主党","000785196.xls","青森県"
"蓬田村",35,"日本維新の会","000785196.xls","青森県"
"蓬田村",15.732,"国民民主党","000785196.xls","青森県"
"蓬田村",31,"れいわ新選組","000785196.xls","青森県"
"蓬田村",143,"公明党","000785196.xls","青森県"
"蓬田村",8,"NHK党","000785196.xls","青森県"
"蓬田村",1223.999,"得票数計","000785196.xls","青森県"
"外ヶ浜町",94,"社会民主党","000785196.xls","青森県"
"外ヶ浜町",704.739,"立憲民主党","000785196.xls","青森県"
"外ヶ浜町",264,"日本共産党","000785196.xls","青森県"
"外ヶ浜町",1197,"自由民主党","000785196.xls","青森県"
"外ヶ浜町",93,"日本維新の会","000785196.xls","青森県"
"外ヶ浜町",38.26,"国民民主党","000785196.xls","青森県"
"外ヶ浜町",59,"れいわ新選組","000785196.xls","青森県"
"外ヶ浜町",428,"公明党","000785196.xls","青森県"
"外ヶ浜町",17,"NHK党","000785196.xls","青森県"
"外ヶ浜町",2894.9990000000003,"得票数計","000785196.xls","青森県"
"鯵ヶ沢町",113,"社会民主党","000785196.xls","青森県"
"鯵ヶ沢町",951.939,"立憲民主党","000785196.xls","青森県"
"鯵ヶ沢町",309,"日本共産党","000785196.xls","青森県"
"鯵ヶ沢町",2127,"自由民主党","000785196.xls","青森県"
"鯵ヶ沢町",123,"日本維新の会","000785196.xls","青森県"
"鯵ヶ沢町",95.06,"国民民主党","000785196.xls","青森県"
"鯵ヶ沢町",136,"れいわ新選組","000785196.xls","青森県"
"鯵ヶ沢町",652,"公明党","000785196.xls","青森県"
"鯵ヶ沢町",38,"NHK党","000785196.xls","青森県"
"鯵ヶ沢町",4544.999,"得票数計","000785196.xls","青森県"
"深浦町",122,"社会民主党","000785196.xls","青森県"
"深浦町",789.1,"立憲民主党","000785196.xls","青森県"
"深浦町",236,"日本共産党","000785196.xls","青森県"
"深浦町",1617,"自由民主党","000785196.xls","青森県"
"深浦町",86,"日本維新の会","000785196.xls","青森県"
"深浦町",94.9,"国民民主党","000785196.xls","青森県"
"深浦町",99,"れいわ新選組","000785196.xls","青森県"
"深浦町",1079,"公明党","000785196.xls","青森県"
"深浦町",40,"NHK党","000785196.xls","青森県"
"深浦町",4163,"得票数計","000785196.xls","青森県"
"西目屋村",9,"社会民主党","000785196.xls","青森県"
"西目屋村",181.459,"立憲民主党","000785196.xls","青森県"
"西目屋村",38,"日本共産党","000785196.xls","青森県"
"西目屋村",318,"自由民主党","000785196.xls","青森県"
"西目屋村",9,"日本維新の会","000785196.xls","青森県"
"西目屋村",5.54,"国民民主党","000785196.xls","青森県"
"西目屋村",17,"れいわ新選組","000785196.xls","青森県"
"西目屋村",147,"公明党","000785196.xls","青森県"
"西目屋村",3,"NHK党","000785196.xls","青森県"
"西目屋村",727.999,"得票数計","000785196.xls","青森県"
"藤崎町",137,"社会民主党","000785196.xls","青森県"
"藤崎町",1355.525,"立憲民主党","000785196.xls","青森県"
"藤崎町",769,"日本共産党","000785196.xls","青森県"
"藤崎町",3185,"自由民主党","000785196.xls","青森県"
"藤崎町",275,"日本維新の会","000785196.xls","青森県"
"藤崎町",182.474,"国民民主党","000785196.xls","青森県"
"藤崎町",225,"れいわ新選組","000785196.xls","青森県"
"藤崎町",842,"公明党","000785196.xls","青森県"
"藤崎町",105,"NHK党","000785196.xls","青森県"
"藤崎町",7075.999,"得票数計","000785196.xls","青森県"
"大鰐町",127,"社会民主党","000785196.xls","青森県"
"大鰐町",915.044,"立憲民主党","000785196.xls","青森県"
"大鰐町",323,"日本共産党","000785196.xls","青森県"
"大鰐町",2154,"自由民主党","000785196.xls","青森県"
"大鰐町",156,"日本維新の会","000785196.xls","青森県"
"大鰐町",93.955,"国民民主党","000785196.xls","青森県"
"大鰐町",116,"れいわ新選組","000785196.xls","青森県"
"大鰐町",612,"公明党","000785196.xls","青森県"
"大鰐町",46,"NHK党","000785196.xls","青森県"
"大鰐町",4542.999,"得票数計","000785196.xls","青森県"
"田舎館村",102,"社会民主党","000785196.xls","青森県"
"田舎館村",820.0059999999999,"立憲民主党","000785196.xls","青森県"
"田舎館村",266,"日本共産党","000785196.xls","青森県"
"田舎館村",1578,"自由民主党","000785196.xls","青森県"
"田舎館村",127,"日本維新の会","000785196.xls","青森県"
"田舎館村",57.993,"国民民主党","000785196.xls","青森県"
"田舎館村",141,"れいわ新選組","000785196.xls","青森県"
"田舎館村",506,"公明党","000785196.xls","青森県"
"田舎館村",36,"NHK党","000785196.xls","青森県"
"田舎館村",3633.999,"得票数計","000785196.xls","青森県"
"板柳町",150,"社会民主党","000785196.xls","青森県"
"板柳町",1304.172,"立憲民主党","000785196.xls","青森県"
"板柳町",344,"日本共産党","000785196.xls","青森県"
"板柳町",2666,"自由民主党","000785196.xls","青森県"
"板柳町",194,"日本維新の会","000785196.xls","青森県"
"板柳町",111.827,"国民民主党","000785196.xls","青森県"
"板柳町",193,"れいわ新選組","000785196.xls","青森県"
"板柳町",573,"公明党","000785196.xls","青森県"
"板柳町",66,"NHK党","000785196.xls","青森県"
"板柳町",5601.999000000001,"得票数計","000785196.xls","青森県"
"鶴田町",143,"社会民主党","000785196.xls","青森県"
"鶴田町",1317.508,"立憲民主党","000785196.xls","青森県"
"鶴田町",340,"日本共産党","000785196.xls","青森県"
"鶴田町",2472,"自由民主党","000785196.xls","青森県"
"鶴田町",178,"日本維新の会","000785196.xls","青森県"
"鶴田町",118.491,"国民民主党","000785196.xls","青森県"
"鶴田町",210,"れいわ新選組","000785196.xls","青森県"
"鶴田町",557,"公明党","000785196.xls","青森県"
"鶴田町",61,"NHK党","000785196.xls","青森県"
"鶴田町",5396.999,"得票数計","000785196.xls","青森県"
"中泊町",99,"社会民主党","000785196.xls","青森県"
"中泊町",1585.732,"立憲民主党","000785196.xls","青森県"
"中泊町",204,"日本共産党","000785196.xls","青森県"
"中泊町",1947,"自由民主党","000785196.xls","青森県"
"中泊町",161,"日本維新の会","000785196.xls","青森県"
"中泊町",56.267,"国民民主党","000785196.xls","青森県"
"中泊町",119,"れいわ新選組","000785196.xls","青森県"
"中泊町",623,"公明党","000785196.xls","青森県"
"中泊町",37,"NHK党","000785196.xls","青森県"
"中泊町",4831.999,"得票数計","000785196.xls","青森県"
"野辺地町",226,"社会民主党","000785196.xls","青森県"
"野辺地町",1506.857,"立憲民主党","000785196.xls","青森県"
"野辺地町",341,"日本共産党","000785196.xls","青森県"
"野辺地町",2752,"自由民主党","000785196.xls","青森県"
"野辺地町",190,"日本維新の会","000785196.xls","青森県"
"野辺地町",131.142,"国民民主党","000785196.xls","青森県"
"野辺地町",205,"れいわ新選組","000785196.xls","青森県"
"野辺地町",884,"公明党","000785196.xls","青森県"
"野辺地町",69,"NHK党","000785196.xls","青森県"
"野辺地町",6304.999,"得票数計","000785196.xls","青森県"
"七戸町",198,"社会民主党","000785196.xls","青森県"
"七戸町",1485.281,"立憲民主党","000785196.xls","青森県"
"七戸町",417,"日本共産党","000785196.xls","青森県"
"七戸町",2870,"自由民主党","000785196.xls","青森県"
"七戸町",187,"日本維新の会","000785196.xls","青森県"
"七戸町",117.718,"国民民主党","000785196.xls","青森県"
"七戸町",175,"れいわ新選組","000785196.xls","青森県"
"七戸町",713,"公明党","000785196.xls","青森県"
"七戸町",53,"NHK党","000785196.xls","青森県"
"七戸町",6215.999,"得票数計","000785196.xls","青森県"
"六戸町",121,"社会民主党","000785196.xls","青森県"
"六戸町",901.504,"立憲民主党","000785196.xls","青森県"
"六戸町",205,"日本共産党","000785196.xls","青森県"
"六戸町",2087,"自由民主党","000785196.xls","青森県"
"六戸町",216,"日本維新の会","000785196.xls","青森県"
"六戸町",98.495,"国民民主党","000785196.xls","青森県"
"六戸町",140,"れいわ新選組","000785196.xls","青森県"
"六戸町",525,"公明党","000785196.xls","青森県"
"六戸町",48,"NHK党","000785196.xls","青森県"
"六戸町",4341.999,"得票数計","000785196.xls","青森県"
"横浜町",57,"社会民主党","000785196.xls","青森県"
"横浜町",364.177,"立憲民主党","000785196.xls","青森県"
"横浜町",314,"日本共産党","000785196.xls","青森県"
"横浜町",904,"自由民主党","000785196.xls","青森県"
"横浜町",48,"日本維新の会","000785196.xls","青森県"
"横浜町",46.822,"国民民主党","000785196.xls","青森県"
"横浜町",42,"れいわ新選組","000785196.xls","青森県"
"横浜町",262,"公明党","000785196.xls","青森県"
"横浜町",19,"NHK党","000785196.xls","青森県"
"横浜町",2056.9990000000003,"得票数計","000785196.xls","青森県"
"東北町",233,"社会民主党","000785196.xls","青森県"
"東北町",1404.902,"立憲民主党","000785196.xls","青森県"
"東北町",293,"日本共産党","000785196.xls","青森県"
"東北町",3391,"自由民主党","000785196.xls","青森県"
"東北町",167,"日本維新の会","000785196.xls","青森県"
"東北町",140.097,"国民民主党","000785196.xls","青森県"
"東北町",151,"れいわ新選組","000785196.xls","青森県"
"東北町",789,"公明党","000785196.xls","青森県"
"東北町",73,"NHK党","000785196.xls","青森県"
"東北町",6641.999,"得票数計","000785196.xls","青森県"
"六ヶ所村",91,"社会民主党","000785196.xls","青森県"
"六ヶ所村",632.734,"立憲民主党","000785196.xls","青森県"
"六ヶ所村",119,"日本共産党","000785196.xls","青森県"
"六ヶ所村",2856,"自由民主党","000785196.xls","青森県"
"六ヶ所村",140,"日本維新の会","000785196.xls","青森県"
"六ヶ所村",183.265,"国民民主党","000785196.xls","青森県"
"六ヶ所村",98,"れいわ新選組","000785196.xls","青森県"
"六ヶ所村",293,"公明党","000785196.xls","青森県"
"六ヶ所村",67,"NHK党","000785196.xls","青森県"
"六ヶ所村",4479.999,"得票数計","000785196.xls","青森県"
"おいらせ町",264,"社会民主党","000785196.xls","青森県"
"おいらせ町",2224.647,"立憲民主党","000785196.xls","青森県"
"おいらせ町",416,"日本共産党","000785196.xls","青森県"
"おいらせ町",5357,"自由民主党","000785196.xls","青森県"
